,artist,track,week start,week end,place
2338,Ja Rule,Between Me And You,2000-11-11,2000-11-18,14.0
2339,"Jackson, Alan",Pop A Top,2000-01-15,2000-01-22,52.0
2340,"Jackson, Alan",Pop A Top,2000-01-22,2000-01-29,43.0
2341,"Jackson, Alan",Pop A Top,2000-01-29,2000-02-05,47.0
2342,"Jackson, Alan",Pop A Top,2000-02-05,2000-02-12,55.0
2343,"Jackson, Alan",Pop A Top,2000-02-12,2000-02-19,78.0
2344,"Jackson, Alan",Pop A Top,2000-02-19,2000-02-26,95.0
2345,"Jackson, Alan",Pop A Top,2000-02-26,2000-03-04,100.0
2346,"Jackson, Alan",Pop A Top,2000-03-11,2000-03-18,100.0
2347,"Jackson, Alan",Pop A Top,1999-11-13,1999-11-20,79.0
2348,"Jackson, Alan",Pop A Top,1999-11-20,1999-11-27,73.0
2349,"Jackson, Alan",Pop A Top,1999-11-27,1999-12-04,70.0
2350,"Jackson, Alan",Pop A Top,1999-12-04,1999-12-11,64.0
2351,"Jackson, Alan",Pop A Top,1999-12-11,1999-12-18,63.0
2352,"Jackson, Alan",Pop A Top,1999-12-18,1999-12-25,57.0
2353,"Jackson, Alan",Pop A Top,1999-12-25,2000-01-01,55.0
2354,"Jackson, Alan",Pop A Top,2000-01-01,2000-01-08,55.0
2355,"Jackson, Alan",Pop A Top,2000-01-08,2000-01-15,63.0
2356,"Jackson, Alan",It Must Be Love,2000-08-26,2000-09-02,38.0
2357,"Jackson, Alan",It Must Be Love,2000-09-02,2000-09-09,37.0
2358,"Jackson, Alan",It Must Be Love,2000-09-09,2000-09-16,37.0
2359,"Jackson, Alan",It Must Be Love,2000-09-16,2000-09-23,40.0
2360,"Jackson, Alan",It Must Be Love,2000-09-23,2000-09-30,47.0
2361,"Jackson, Alan",It Must Be Love,2000-09-30,2000-10-07,62.0
2362,"Jackson, Alan",It Must Be Love,2000-10-07,2000-10-14,64.0
2363,"Jackson, Alan",It Must Be Love,2000-10-14,2000-10-21,75.0
2364,"Jackson, Alan",It Must Be Love,2000-10-21,2000-10-28,80.0
2365,"Jackson, Alan",It Must Be Love,2000-10-28,2000-11-04,84.0
2366,"Jackson, Alan",It Must Be Love,2000-06-24,2000-07-01,76.0
2367,"Jackson, Alan",It Must Be Love,2000-11-04,2000-11-11,89.0
2368,"Jackson, Alan",It Must Be Love,2000-07-01,2000-07-08,74.0
2369,"Jackson, Alan",It Must Be Love,2000-07-08,2000-07-15,68.0
2370,"Jackson, Alan",It Must Be Love,2000-07-15,2000-07-22,63.0
2371,"Jackson, Alan",It Must Be Love,2000-07-22,2000-07-29,57.0
2372,"Jackson, Alan",It Must Be Love,2000-07-29,2000-08-05,49.0
2373,"Jackson, Alan",It Must Be Love,2000-08-05,2000-08-12,44.0
2374,"Jackson, Alan",It Must Be Love,2000-08-12,2000-08-19,39.0
2375,"Jackson, Alan",It Must Be Love,2000-08-19,2000-08-26,39.0
2376,"Jackson, Alan",www.memory,2001-01-06,2001-01-13,69.0
2377,"Jackson, Alan",www.memory,2001-01-13,2001-01-20,63.0
2378,"Jackson, Alan",www.memory,2001-01-20,2001-01-27,67.0
2379,"Jackson, Alan",www.memory,2001-01-27,2001-02-03,77.0
2380,"Jackson, Alan",www.memory,2001-02-03,2001-02-10,89.0
2381,"Jackson, Alan",www.memory,2001-02-10,2001-02-17,99.0
2382,"Jackson, Alan",www.memory,2000-11-04,2000-11-11,75.0
2383,"Jackson, Alan",www.memory,2000-11-11,2000-11-18,59.0
2384,"Jackson, Alan",www.memory,2000-11-18,2000-11-25,59.0
2385,"Jackson, Alan",www.memory,2000-11-25,2000-12-02,54.0
2386,"Jackson, Alan",www.memory,2000-12-02,2000-12-09,50.0
2387,"Jackson, Alan",www.memory,2000-12-09,2000-12-16,49.0
2388,"Jackson, Alan",www.memory,2000-12-16,2000-12-23,47.0
2389,"Jackson, Alan",www.memory,2000-12-23,2000-12-30,45.0
2390,"Jackson, Alan",www.memory,2000-12-30,2001-01-06,49.0
2391,Jagged Edge,He Can't Love U,2000-02-12,2000-02-19,25.0
2392,Jagged Edge,He Can't Love U,2000-02-19,2000-02-26,24.0
2393,Jagged Edge,He Can't Love U,2000-02-26,2000-03-04,24.0
2394,Jagged Edge,He Can't Love U,2000-03-04,2000-03-11,26.0
2395,Jagged Edge,He Can't Love U,2000-03-11,2000-03-18,33.0
2396,Jagged Edge,He Can't Love U,2000-03-18,2000-03-25,44.0
2397,Jagged Edge,He Can't Love U,2000-03-25,2000-04-01,51.0
2398,Jagged Edge,He Can't Love U,2000-04-01,2000-04-08,53.0
2399,Jagged Edge,He Can't Love U,2000-04-08,2000-04-15,65.0
2400,Jagged Edge,He Can't Love U,2000-04-15,2000-04-22,69.0
2401,Jagged Edge,He Can't Love U,1999-12-11,1999-12-18,54.0
2402,Jagged Edge,He Can't Love U,2000-04-22,2000-04-29,77.0
2403,Jagged Edge,He Can't Love U,1999-12-18,1999-12-25,32.0
2404,Jagged Edge,He Can't Love U,1999-12-25,2000-01-01,17.0
2405,Jagged Edge,He Can't Love U,2000-01-01,2000-01-08,17.0
2406,Jagged Edge,He Can't Love U,2000-01-08,2000-01-15,15.0
2407,Jagged Edge,He Can't Love U,2000-01-15,2000-01-22,18.0
2408,Jagged Edge,He Can't Love U,2000-01-22,2000-01-29,18.0
2409,Jagged Edge,He Can't Love U,2000-01-29,2000-02-05,18.0
2410,Jagged Edge,He Can't Love U,2000-02-05,2000-02-12,18.0
2411,Jagged Edge,Let's Get Married,2000-07-08,2000-07-15,26.0
2412,Jagged Edge,Let's Get Married,2000-07-15,2000-07-22,23.0
2413,Jagged Edge,Let's Get Married,2000-07-22,2000-07-29,15.0
2414,Jagged Edge,Let's Get Married,2000-07-29,2000-08-05,11.0
2415,Jagged Edge,Let's Get Married,2000-08-05,2000-08-12,14.0
2416,Jagged Edge,Let's Get Married,2000-08-12,2000-08-19,14.0
2417,Jagged Edge,Let's Get Married,2000-08-19,2000-08-26,17.0
2418,Jagged Edge,Let's Get Married,2000-08-26,2000-09-02,20.0
2419,Jagged Edge,Let's Get Married,2000-09-02,2000-09-09,20.0
2420,Jagged Edge,Let's Get Married,2000-09-09,2000-09-16,21.0
2421,Jagged Edge,Let's Get Married,2000-05-06,2000-05-13,77.0
2422,Jagged Edge,Let's Get Married,2000-09-16,2000-09-23,23.0
2423,Jagged Edge,Let's Get Married,2000-09-23,2000-09-30,24.0
2424,Jagged Edge,Let's Get Married,2000-09-30,2000-10-07,29.0
2425,Jagged Edge,Let's Get Married,2000-10-07,2000-10-14,36.0
2426,Jagged Edge,Let's Get Married,2000-10-14,2000-10-21,47.0
2427,Jagged Edge,Let's Get Married,2000-05-13,2000-05-20,66.0
2428,Jagged Edge,Let's Get Married,2000-05-20,2000-05-27,55.0
2429,Jagged Edge,Let's Get Married,2000-05-27,2000-06-03,45.0
2430,Jagged Edge,Let's Get Married,2000-06-03,2000-06-10,38.0
2431,Jagged Edge,Let's Get Married,2000-06-10,2000-06-17,42.0
2432,Jagged Edge,Let's Get Married,2000-06-17,2000-06-24,33.0
2433,Jagged Edge,Let's Get Married,2000-06-24,2000-07-01,29.0
2434,Jagged Edge,Let's Get Married,2000-07-01,2000-07-08,28.0
2435,Janet,Doesn't Really Matter,2000-08-19,2000-08-26,5.0
2436,Janet,Doesn't Really Matter,2000-08-26,2000-09-02,1.0
2437,Janet,Doesn't Really Matter,2000-09-02,2000-09-09,1.0
2438,Janet,Doesn't Really Matter,2000-09-09,2000-09-16,1.0
2439,Janet,Doesn't Really Matter,2000-09-16,2000-09-23,2.0
2440,Janet,Doesn't Really Matter,2000-09-23,2000-09-30,2.0
2441,Janet,Doesn't Really Matter,2000-09-30,2000-10-07,3.0
2442,Janet,Doesn't Really Matter,2000-10-07,2000-10-14,3.0
2443,Janet,Doesn't Really Matter,2000-10-14,2000-10-21,7.0
2444,Janet,Doesn't Really Matter,2000-10-21,2000-10-28,8.0
2445,Janet,Doesn't Really Matter,2000-06-17,2000-06-24,59.0
2446,Janet,Doesn't Really Matter,2000-10-28,2000-11-04,20.0
2447,Janet,Doesn't Really Matter,2000-11-04,2000-11-11,25.0
2448,Janet,Doesn't Really Matter,2000-11-11,2000-11-18,37.0
2449,Janet,Doesn't Really Matter,2000-11-18,2000-11-25,40.0
2450,Janet,Doesn't Really Matter,2000-11-25,2000-12-02,41.0
2451,Janet,Doesn't Really Matter,2000-06-24,2000-07-01,52.0
2452,Janet,Doesn't Really Matter,2000-07-01,2000-07-08,43.0
2453,Janet,Doesn't Really Matter,2000-07-08,2000-07-15,30.0
2454,Janet,Doesn't Really Matter,2000-07-15,2000-07-22,29.0
2455,Janet,Doesn't Really Matter,2000-07-22,2000-07-29,22.0
2456,Janet,Doesn't Really Matter,2000-07-29,2000-08-05,15.0
2457,Janet,Doesn't Really Matter,2000-08-05,2000-08-12,10.0
2458,Janet,Doesn't Really Matter,2000-08-12,2000-08-19,10.0
2459,Jay-Z,Do It Again (Put Ya Hands Up),2000-01-15,2000-01-22,95.0
2460,Jay-Z,Do It Again (Put Ya Hands Up),2000-01-22,2000-01-29,68.0
2461,Jay-Z,Do It Again (Put Ya Hands Up),2000-01-29,2000-02-05,65.0
2462,Jay-Z,Do It Again (Put Ya Hands Up),2000-02-05,2000-02-12,65.0
2463,Jay-Z,Do It Again (Put Ya Hands Up),2000-02-12,2000-02-19,74.0
2464,Jay-Z,Do It Again (Put Ya Hands Up),2000-02-19,2000-02-26,84.0
2465,Jay-Z,Do It Again (Put Ya Hands Up),2000-02-26,2000-03-04,92.0
2466,Jay-Z,Do It Again (Put Ya Hands Up),2000-03-04,2000-03-11,96.0
2467,Jay-Z,Do It Again (Put Ya Hands Up),2000-03-11,2000-03-18,95.0
2468,Jay-Z,Anything,2000-02-26,2000-03-04,72.0
2469,Jay-Z,Anything,2000-03-04,2000-03-11,58.0
2470,Jay-Z,Anything,2000-03-11,2000-03-18,55.0
2471,Jay-Z,Anything,2000-03-18,2000-03-25,55.0
2472,Jay-Z,Anything,2000-03-25,2000-04-01,63.0
2473,Jay-Z,Anything,2000-04-01,2000-04-08,74.0
2474,Jay-Z,Anything,2000-04-08,2000-04-15,86.0
2475,Jay-Z,Anything,2000-04-15,2000-04-22,92.0
2476,Jay-Z,Big Pimpin',2000-06-24,2000-07-01,19.0
2477,Jay-Z,Big Pimpin',2000-07-01,2000-07-08,21.0
2478,Jay-Z,Big Pimpin',2000-07-08,2000-07-15,18.0
2479,Jay-Z,Big Pimpin',2000-07-15,2000-07-22,20.0
2480,Jay-Z,Big Pimpin',2000-07-22,2000-07-29,20.0
2481,Jay-Z,Big Pimpin',2000-07-29,2000-08-05,26.0
2482,Jay-Z,Big Pimpin',2000-08-05,2000-08-12,29.0
2483,Jay-Z,Big Pimpin',2000-08-12,2000-08-19,35.0
2484,Jay-Z,Big Pimpin',2000-08-19,2000-08-26,33.0
2485,Jay-Z,Big Pimpin',2000-08-26,2000-09-02,41.0
2486,Jay-Z,Big Pimpin',2000-04-22,2000-04-29,69.0
2487,Jay-Z,Big Pimpin',2000-09-02,2000-09-09,50.0
2488,Jay-Z,Big Pimpin',2000-04-29,2000-05-06,52.0
2489,Jay-Z,Big Pimpin',2000-05-06,2000-05-13,39.0
2490,Jay-Z,Big Pimpin',2000-05-13,2000-05-20,33.0
2491,Jay-Z,Big Pimpin',2000-05-20,2000-05-27,28.0
2492,Jay-Z,Big Pimpin',2000-05-27,2000-06-03,25.0
2493,Jay-Z,Big Pimpin',2000-06-03,2000-06-10,25.0
2494,Jay-Z,Big Pimpin',2000-06-10,2000-06-17,23.0
2495,Jay-Z,Big Pimpin',2000-06-17,2000-06-24,20.0
2496,Jay-Z,Hey Papi,2000-10-14,2000-10-21,77.0
2497,Jay-Z,Hey Papi,2000-10-21,2000-10-28,85.0
2498,Jay-Z,Hey Papi,2000-10-28,2000-11-04,91.0
2499,Jay-Z,Hey Papi,2000-11-04,2000-11-11,93.0
2500,Jay-Z,Hey Papi,2000-11-11,2000-11-18,88.0
2501,Jay-Z,Hey Papi,2000-11-18,2000-11-25,94.0
2502,Jay-Z,Hey Papi,2000-08-12,2000-08-19,98.0
2503,Jay-Z,Hey Papi,2000-08-19,2000-08-26,100.0
2504,Jay-Z,Hey Papi,2000-08-26,2000-09-02,98.0
2505,Jay-Z,Hey Papi,2000-09-02,2000-09-09,94.0
2506,Jay-Z,Hey Papi,2000-09-09,2000-09-16,83.0
2507,Jay-Z,Hey Papi,2000-09-16,2000-09-23,83.0
2508,Jay-Z,Hey Papi,2000-09-23,2000-09-30,80.0
2509,Jay-Z,Hey Papi,2000-09-30,2000-10-07,78.0
2510,Jay-Z,Hey Papi,2000-10-07,2000-10-14,76.0
2511,Jay-Z,I Just Wanna Love U (Give It 2 Me),2000-12-30,2001-01-06,11.0
2512,Jay-Z,I Just Wanna Love U (Give It 2 Me),2001-01-06,2001-01-13,12.0
2513,Jay-Z,I Just Wanna Love U (Give It 2 Me),2001-01-13,2001-01-20,12.0
2514,Jay-Z,I Just Wanna Love U (Give It 2 Me),2001-01-20,2001-01-27,12.0
2515,Jay-Z,I Just Wanna Love U (Give It 2 Me),2001-01-27,2001-02-03,15.0
2516,Jay-Z,I Just Wanna Love U (Give It 2 Me),2001-02-03,2001-02-10,15.0
2517,Jay-Z,I Just Wanna Love U (Give It 2 Me),2001-02-10,2001-02-17,19.0
2518,Jay-Z,I Just Wanna Love U (Give It 2 Me),2001-02-17,2001-02-24,24.0
2519,Jay-Z,I Just Wanna Love U (Give It 2 Me),2001-02-24,2001-03-03,28.0
2520,Jay-Z,I Just Wanna Love U (Give It 2 Me),2001-03-03,2001-03-10,29.0
2521,Jay-Z,I Just Wanna Love U (Give It 2 Me),2000-10-28,2000-11-04,58.0
2522,Jay-Z,I Just Wanna Love U (Give It 2 Me),2001-03-10,2001-03-17,30.0
2523,Jay-Z,I Just Wanna Love U (Give It 2 Me),2001-03-17,2001-03-24,40.0
2524,Jay-Z,I Just Wanna Love U (Give It 2 Me),2000-11-04,2000-11-11,45.0
2525,Jay-Z,I Just Wanna Love U (Give It 2 Me),2000-11-11,2000-11-18,35.0
2526,Jay-Z,I Just Wanna Love U (Give It 2 Me),2000-11-18,2000-11-25,26.0
2527,Jay-Z,I Just Wanna Love U (Give It 2 Me),2000-11-25,2000-12-02,23.0
2528,Jay-Z,I Just Wanna Love U (Give It 2 Me),2000-12-02,2000-12-09,19.0
2529,Jay-Z,I Just Wanna Love U (Give It 2 Me),2000-12-09,2000-12-16,14.0
2530,Jay-Z,I Just Wanna Love U (Give It 2 Me),2000-12-16,2000-12-23,14.0
2531,Jay-Z,I Just Wanna Love U (Give It 2 Me),2000-12-23,2000-12-30,13.0
2532,"Jean, Wyclef",911,2000-12-09,2000-12-16,38.0
2533,"Jean, Wyclef",911,2000-12-16,2000-12-23,44.0
2534,"Jean, Wyclef",911,2000-12-23,2000-12-30,49.0
2535,"Jean, Wyclef",911,2000-12-30,2001-01-06,53.0
2536,"Jean, Wyclef",911,2001-01-06,2001-01-13,61.0
2537,"Jean, Wyclef",911,2001-01-13,2001-01-20,66.0
2538,"Jean, Wyclef",911,2001-01-20,2001-01-27,68.0
2539,"Jean, Wyclef",911,2001-01-27,2001-02-03,80.0
2540,"Jean, Wyclef",911,2001-02-03,2001-02-10,85.0
2541,"Jean, Wyclef",911,2001-02-10,2001-02-17,96.0
2542,"Jean, Wyclef",911,2000-10-07,2000-10-14,77.0
2543,"Jean, Wyclef",911,2000-10-14,2000-10-21,74.0
2544,"Jean, Wyclef",911,2000-10-21,2000-10-28,64.0
2545,"Jean, Wyclef",911,2000-10-28,2000-11-04,61.0
2546,"Jean, Wyclef",911,2000-11-04,2000-11-11,53.0
2547,"Jean, Wyclef",911,2000-11-11,2000-11-18,48.0
2548,"Jean, Wyclef",911,2000-11-18,2000-11-25,43.0
2549,"Jean, Wyclef",911,2000-11-25,2000-12-02,38.0
2550,"Jean, Wyclef",911,2000-12-02,2000-12-09,42.0
2551,Joe,I Wanna Know,2000-03-04,2000-03-11,27.0
2552,Joe,I Wanna Know,2000-03-11,2000-03-18,27.0
2553,Joe,I Wanna Know,2000-03-18,2000-03-25,25.0
2554,Joe,I Wanna Know,2000-03-25,2000-04-01,23.0
2555,Joe,I Wanna Know,2000-04-01,2000-04-08,20.0
2556,Joe,I Wanna Know,2000-04-08,2000-04-15,17.0
2557,Joe,I Wanna Know,2000-04-15,2000-04-22,15.0
2558,Joe,I Wanna Know,2000-04-22,2000-04-29,14.0
2559,Joe,I Wanna Know,2000-04-29,2000-05-06,11.0
2560,Joe,I Wanna Know,2000-05-06,2000-05-13,11.0
2561,Joe,I Wanna Know,2000-01-01,2000-01-08,94.0
2562,Joe,I Wanna Know,2000-05-13,2000-05-20,14.0
2563,Joe,I Wanna Know,2000-05-20,2000-05-27,11.0
2564,Joe,I Wanna Know,2000-05-27,2000-06-03,11.0
2565,Joe,I Wanna Know,2000-06-03,2000-06-10,10.0
2566,Joe,I Wanna Know,2000-06-10,2000-06-17,12.0
2567,Joe,I Wanna Know,2000-06-17,2000-06-24,10.0
2568,Joe,I Wanna Know,2000-06-24,2000-07-01,6.0
2569,Joe,I Wanna Know,2000-07-01,2000-07-08,4.0
2570,Joe,I Wanna Know,2000-07-08,2000-07-15,5.0
2571,Joe,I Wanna Know,2000-07-15,2000-07-22,4.0
2572,Joe,I Wanna Know,2000-01-08,2000-01-15,86.0
2573,Joe,I Wanna Know,2000-07-22,2000-07-29,5.0
2574,Joe,I Wanna Know,2000-07-29,2000-08-05,5.0
2575,Joe,I Wanna Know,2000-08-05,2000-08-12,7.0
2576,Joe,I Wanna Know,2000-08-12,2000-08-19,6.0
2577,Joe,I Wanna Know,2000-08-19,2000-08-26,8.0
2578,Joe,I Wanna Know,2000-08-26,2000-09-02,5.0
2579,Joe,I Wanna Know,2000-09-02,2000-09-09,6.0
2580,Joe,I Wanna Know,2000-09-09,2000-09-16,9.0
2581,Joe,I Wanna Know,2000-09-16,2000-09-23,9.0
2582,Joe,I Wanna Know,2000-09-23,2000-09-30,8.0
2583,Joe,I Wanna Know,2000-01-15,2000-01-22,69.0
2584,Joe,I Wanna Know,2000-09-30,2000-10-07,14.0
2585,Joe,I Wanna Know,2000-10-07,2000-10-14,16.0
2586,Joe,I Wanna Know,2000-10-14,2000-10-21,20.0
2587,Joe,I Wanna Know,2000-10-21,2000-10-28,32.0
2588,Joe,I Wanna Know,2000-10-28,2000-11-04,45.0
2589,Joe,I Wanna Know,2000-01-22,2000-01-29,50.0
2590,Joe,I Wanna Know,2000-01-29,2000-02-05,41.0
2591,Joe,I Wanna Know,2000-02-05,2000-02-12,33.0
2592,Joe,I Wanna Know,2000-02-12,2000-02-19,32.0
2593,Joe,I Wanna Know,2000-02-19,2000-02-26,28.0
2594,Joe,I Wanna Know,2000-02-26,2000-03-04,28.0
2595,Joe,Treat Her Like A Lady,2000-10-07,2000-10-14,79.0
2596,Joe,Treat Her Like A Lady,2000-10-14,2000-10-21,78.0
2597,Joe,Treat Her Like A Lady,2000-10-21,2000-10-28,84.0
2598,Joe,Treat Her Like A Lady,2000-10-28,2000-11-04,85.0
2599,Joe,Treat Her Like A Lady,2000-11-04,2000-11-11,90.0
2600,Joe,Treat Her Like A Lady,2000-11-11,2000-11-18,89.0
2601,Joe,Treat Her Like A Lady,2000-11-18,2000-11-25,99.0
2602,Joe,Treat Her Like A Lady,2000-11-25,2000-12-02,100.0
2603,Joe,Treat Her Like A Lady,2000-08-05,2000-08-12,77.0
2604,Joe,Treat Her Like A Lady,2000-08-12,2000-08-19,75.0
2605,Joe,Treat Her Like A Lady,2000-08-19,2000-08-26,63.0
2606,Joe,Treat Her Like A Lady,2000-08-26,2000-09-02,63.0
2607,Joe,Treat Her Like A Lady,2000-09-02,2000-09-09,69.0
2608,Joe,Treat Her Like A Lady,2000-09-09,2000-09-16,64.0
2609,Joe,Treat Her Like A Lady,2000-09-16,2000-09-23,68.0
2610,Joe,Treat Her Like A Lady,2000-09-23,2000-09-30,67.0
2611,Joe,Treat Her Like A Lady,2000-09-30,2000-10-07,72.0
2612,"John, Elton",Someday Out Of The Blue,2000-06-24,2000-07-01,90.0
2613,"John, Elton",Someday Out Of The Blue,2000-07-01,2000-07-08,93.0
2614,"John, Elton",Someday Out Of The Blue,2000-07-08,2000-07-15,89.0
2615,"John, Elton",Someday Out Of The Blue,2000-07-15,2000-07-22,98.0
2616,"John, Elton",Someday Out Of The Blue,2000-07-22,2000-07-29,94.0
2617,"John, Elton",Someday Out Of The Blue,2000-07-29,2000-08-05,99.0
2618,"John, Elton",Someday Out Of The Blue,2000-04-22,2000-04-29,56.0
2619,"John, Elton",Someday Out Of The Blue,2000-04-29,2000-05-06,56.0
2620,"John, Elton",Someday Out Of The Blue,2000-05-06,2000-05-13,49.0
2621,"John, Elton",Someday Out Of The Blue,2000-05-13,2000-05-20,59.0
2622,"John, Elton",Someday Out Of The Blue,2000-05-20,2000-05-27,67.0
2623,"John, Elton",Someday Out Of The Blue,2000-05-27,2000-06-03,60.0
2624,"John, Elton",Someday Out Of The Blue,2000-06-03,2000-06-10,64.0
2625,"John, Elton",Someday Out Of The Blue,2000-06-10,2000-06-17,73.0
2626,"John, Elton",Someday Out Of The Blue,2000-06-17,2000-06-24,81.0
2627,"Jones, Donell",Where I Wanna Be,2000-06-24,2000-07-01,35.0
2628,"Jones, Donell",Where I Wanna Be,2000-07-01,2000-07-08,33.0
2629,"Jones, Donell",Where I Wanna Be,2000-07-08,2000-07-15,29.0
2630,"Jones, Donell",Where I Wanna Be,2000-07-15,2000-07-22,36.0
2631,"Jones, Donell",Where I Wanna Be,2000-07-22,2000-07-29,34.0
2632,"Jones, Donell",Where I Wanna Be,2000-07-29,2000-08-05,34.0
2633,"Jones, Donell",Where I Wanna Be,2000-08-05,2000-08-12,40.0
2634,"Jones, Donell",Where I Wanna Be,2000-08-12,2000-08-19,42.0
2635,"Jones, Donell",Where I Wanna Be,2000-08-19,2000-08-26,49.0
2636,"Jones, Donell",Where I Wanna Be,2000-08-26,2000-09-02,55.0
2637,"Jones, Donell",Where I Wanna Be,2000-04-22,2000-04-29,81.0
2638,"Jones, Donell",Where I Wanna Be,2000-09-02,2000-09-09,62.0
2639,"Jones, Donell",Where I Wanna Be,2000-04-29,2000-05-06,71.0
2640,"Jones, Donell",Where I Wanna Be,2000-05-06,2000-05-13,65.0
2641,"Jones, Donell",Where I Wanna Be,2000-05-13,2000-05-20,50.0
2642,"Jones, Donell",Where I Wanna Be,2000-05-20,2000-05-27,41.0
2643,"Jones, Donell",Where I Wanna Be,2000-05-27,2000-06-03,41.0
2644,"Jones, Donell",Where I Wanna Be,2000-06-03,2000-06-10,36.0
2645,"Jones, Donell",Where I Wanna Be,2000-06-10,2000-06-17,41.0
2646,"Jones, Donell",Where I Wanna Be,2000-06-17,2000-06-24,38.0
2647,"Jordan, Montell",Get It On.. Tonite,1999-12-25,2000-01-01,24.0
2648,"Jordan, Montell",Get It On.. Tonite,2000-01-01,2000-01-08,24.0
2649,"Jordan, Montell",Get It On.. Tonite,2000-01-08,2000-01-15,20.0
2650,"Jordan, Montell",Get It On.. Tonite,2000-01-15,2000-01-22,19.0
2651,"Jordan, Montell",Get It On.. Tonite,2000-01-22,2000-01-29,15.0
2652,"Jordan, Montell",Get It On.. Tonite,2000-01-29,2000-02-05,15.0
2653,"Jordan, Montell",Get It On.. Tonite,2000-02-05,2000-02-12,5.0
2654,"Jordan, Montell",Get It On.. Tonite,2000-02-12,2000-02-19,4.0
2655,"Jordan, Montell",Get It On.. Tonite,2000-02-19,2000-02-26,4.0
2656,"Jordan, Montell",Get It On.. Tonite,2000-02-26,2000-03-04,7.0
2657,"Jordan, Montell",Get It On.. Tonite,1999-10-23,1999-10-30,92.0
2658,"Jordan, Montell",Get It On.. Tonite,2000-03-04,2000-03-11,10.0
2659,"Jordan, Montell",Get It On.. Tonite,2000-03-11,2000-03-18,5.0
2660,"Jordan, Montell",Get It On.. Tonite,2000-03-18,2000-03-25,9.0
2661,"Jordan, Montell",Get It On.. Tonite,2000-03-25,2000-04-01,9.0
2662,"Jordan, Montell",Get It On.. Tonite,2000-04-01,2000-04-08,7.0
2663,"Jordan, Montell",Get It On.. Tonite,2000-04-08,2000-04-15,9.0
2664,"Jordan, Montell",Get It On.. Tonite,2000-04-15,2000-04-22,10.0
2665,"Jordan, Montell",Get It On.. Tonite,2000-04-22,2000-04-29,10.0
2666,"Jordan, Montell",Get It On.. Tonite,2000-04-29,2000-05-06,15.0
2667,"Jordan, Montell",Get It On.. Tonite,2000-05-06,2000-05-13,18.0
2668,"Jordan, Montell",Get It On.. Tonite,1999-10-30,1999-11-06,80.0
2669,"Jordan, Montell",Get It On.. Tonite,2000-05-13,2000-05-20,23.0
2670,"Jordan, Montell",Get It On.. Tonite,2000-05-20,2000-05-27,30.0
2671,"Jordan, Montell",Get It On.. Tonite,2000-05-27,2000-06-03,42.0
2672,"Jordan, Montell",Get It On.. Tonite,1999-11-06,1999-11-13,72.0
2673,"Jordan, Montell",Get It On.. Tonite,1999-11-13,1999-11-20,69.0
2674,"Jordan, Montell",Get It On.. Tonite,1999-11-20,1999-11-27,67.0
2675,"Jordan, Montell",Get It On.. Tonite,1999-11-27,1999-12-04,61.0
2676,"Jordan, Montell",Get It On.. Tonite,1999-12-04,1999-12-11,54.0
2677,"Jordan, Montell",Get It On.. Tonite,1999-12-11,1999-12-18,43.0
2678,"Jordan, Montell",Get It On.. Tonite,1999-12-18,1999-12-25,38.0
2679,Juvenile,U Understand,2000-02-05,2000-02-12,85.0
2680,Juvenile,U Understand,2000-02-12,2000-02-19,83.0
2681,Juvenile,U Understand,2000-02-19,2000-02-26,100.0
2682,Juvenile,U Understand,2000-02-26,2000-03-04,98.0
2683,Juvenile,U Understand,2000-03-04,2000-03-11,97.0
2684,Juvenile,U Understand,2000-03-11,2000-03-18,96.0
2685,Kandi,Don't Think I'm Not,2000-10-07,2000-10-14,24.0
2686,Kandi,Don't Think I'm Not,2000-10-14,2000-10-21,26.0
2687,Kandi,Don't Think I'm Not,2000-10-21,2000-10-28,26.0
2688,Kandi,Don't Think I'm Not,2000-10-28,2000-11-04,28.0
2689,Kandi,Don't Think I'm Not,2000-11-04,2000-11-11,29.0
2690,Kandi,Don't Think I'm Not,2000-11-11,2000-11-18,27.0
2691,Kandi,Don't Think I'm Not,2000-11-18,2000-11-25,31.0
2692,Kandi,Don't Think I'm Not,2000-11-25,2000-12-02,31.0
2693,Kandi,Don't Think I'm Not,2000-12-02,2000-12-09,26.0
2694,Kandi,Don't Think I'm Not,2000-12-09,2000-12-16,25.0
2695,Kandi,Don't Think I'm Not,2000-08-05,2000-08-12,66.0
2696,Kandi,Don't Think I'm Not,2000-12-16,2000-12-23,25.0
2697,Kandi,Don't Think I'm Not,2000-12-23,2000-12-30,30.0
2698,Kandi,Don't Think I'm Not,2000-12-30,2001-01-06,40.0
2699,Kandi,Don't Think I'm Not,2001-01-06,2001-01-13,36.0
2700,Kandi,Don't Think I'm Not,2001-01-13,2001-01-20,41.0
2701,Kandi,Don't Think I'm Not,2000-08-12,2000-08-19,66.0
2702,Kandi,Don't Think I'm Not,2000-08-19,2000-08-26,66.0
2703,Kandi,Don't Think I'm Not,2000-08-26,2000-09-02,61.0
2704,Kandi,Don't Think I'm Not,2000-09-02,2000-09-09,49.0
2705,Kandi,Don't Think I'm Not,2000-09-09,2000-09-16,42.0
2706,Kandi,Don't Think I'm Not,2000-09-16,2000-09-23,36.0
2707,Kandi,Don't Think I'm Not,2000-09-23,2000-09-30,33.0
2708,Kandi,Don't Think I'm Not,2000-09-30,2000-10-07,28.0
